2023-11-10,He masterminded the building of a transoceanic fiber-optics network to speed the internet and phone traffic. But in five years the company went bankrupt in a historic failure.
2023-10-25,Google’s parent company reported that sales were up 11 percent from a year ago while profit jumped 42 percent to $19.7 billion.
2023-11-15,Shares of smaller companies surged as yields on government bonds tumbled.
2023-11-03,"The market is focused on making money now and isn’t heeding urgent warnings about climate change, our columnist says."
2023-11-13,"President Biden and his Chinese counterpart, Xi Jinping, are set to meet on Wednesday, as the two seek to maintain ties despite trade tensions."
2023-11-10,"While two leading prediction markets are fighting regulatory restrictions in court, wagers on politics and economics are still being made."
2023-11-24,"There’s new evidence that market timing doesn’t work. Your odds of success are better if you just hang on and aim for average returns, our columnist says."
2023-12-22,"Bond prices are up. Nobody knows why, but it’s good news."
2023-12-14,"Stock and bond markets have been rallying in anticipation of Federal Reserve rate cuts. But don’t get swept away just yet, our columnist says."
2023-11-29,"Small businesses and risky borrowers face rising costs from the Federal Reserve’s moves, but the biggest companies have avoided taking a hit."
2023-12-22,Investors await Friday’s inflation report for clues on what the Fed will do next on rates. But it is not the only data point Wall Street is watching.
2023-12-02,"The S&P 500 has risen over 10 percent from its October low, with November its best month of the year."
2023-12-15,"For years, Farfetch was a tech darling that powered much of online luxury shopping. Now it is teetering on the brink of collapse."
2023-12-06,The Communist Party’s main theoretical journal has laid out a new ideological framework for the financial system that emphasizes the primacy of China’s top leader and Marxist principles.
2023-12-14,"The Fed’s rate increases since March 2022 have sent shock waves through financial markets, raising borrowing costs on things like mortgages and government debt and weighing on the stock market."
2023-12-08,The state heads into next year with projections of one of its worst budget deficits since the early 1990s recession. Reserves should help cushion the blow.
2023-12-22,"Bond prices are up. Nobody knows why, but it’s good news."
2024-01-20,"It doesn’t mean stocks will continue to rise indefinitely, but it does reflect a generally optimistic outlook on Wall Street."
2024-01-20,The S&P 500 crossed above its January 2022 peak after weeks of wavering. Investors have been buying stocks after homing in on signals that the Fed’s campaign of raising interest rates is over.
2023-12-29,"Investors worried about China’s economy shunned Hong Kong’s stock market, once one of the biggest and most important in the world."
2024-01-17,"Pessimism among investors was most pronounced in Hong Kong, where stocks have plunged by 10 percent so far this year."
2024-01-13,"The stock market’s long-term path has been persistently upward, our columnist says, but there have been plenty of setbacks and it’s wise to prepare for more."
2024-01-20,"Compound returns that grow as stocks rise over the decades are far more important than the latest high, our columnist says."
2023-12-29,Wall Street’s forecasts mostly missed this year’s bull market rally. Here’s what strategists are saying about 2024.
2023-12-22,Investors await Friday’s inflation report for clues on what the Fed will do next on rates. But it is not the only data point Wall Street is watching.
2024-01-02,"Long-term investment in India by businesses is stagnant, and foreign money is falling, even as the government is driving growth with infrastructure spending."
2024-01-24,"It’s not the value, it’s the vibes."
2024-01-31,"Environmentalists and American meat producers alike are asking regulators to keep JBS, the world’s biggest meatpacker, off the New York Stock Exchange."
2024-02-03,The trillion-dollar social media giant’s market value soared after it reported a robust profits driven by digital advertising.
2024-02-16,Most active fund managers beat the market at the start of the year. But history suggests that they’re not likely to keep doing so for long.
2024-02-08,"In addition to consumer price declines in January, wholesale prices fell last month, and have been down in every month since October 2022."
2024-01-29,The long-embattled property developer was finally ordered to liquidate. What comes next will test Western companies’ appetite to keep operating in China.
2024-01-26,A change in perception among investors about China and Japan is one of the biggest themes in the markets right now.
2024-02-01,"Vague comments about possible future rate cuts were all that central bankers gave the markets. Patience will be difficult at this tricky moment, our columnist says."
2024-01-24,"The 20 best-performing hedge funds made $67 billion in gains last year, a big jump from the year before."
2024-02-05,Lee Jae-yong’s case had raised questions about the immense power that chaebol leaders wield and the legal system holding them to account in South Korea.
2024-03-18,"In London, “competitive socializing” transforms pubs into stock exchanges, golf courses and cricket fields for those looking for more elaborate drinking games."
2024-03-22,The social media company’s debut on the New York Stock Exchange was one of the first major tech initial public offerings of the year.
2024-02-23,"The market for new listings has been rough for investors, but the social media company believes it has a secret weapon in its prospectus: its users."
2024-03-16,The members club operator disclosed improving financial results as it faces criticism from a short seller and weighs going private again.
2024-03-08,"Management told investors that deposits had fallen, but the bank’s shares jumped on the details of a shift in strategy and large cash infusion led by the former Treasury secretary Steven Mnuchin."
2024-02-22,The chipmaker’s high “price to sales” ratio reflects investor enthusiasm around its growth prospects. But relying on that metric created trouble during the dot-com boom.
2024-03-06,"Lawmakers on Capitol Hill are set to grill Jay Powell, the Fed chair, about interest rates and the economy, topics that are top of mind for voters and investors alike."
2024-02-22,"Amid blowout earnings, the chipmaker Nvidia predicted the start of a “10-year cycle” of growth fueled by artificial intelligence."
2024-02-21,"Wall Street is closely watching the semiconductor giant’s earnings report, as questions swirl over its massive stock market valuation on the back of the boom in artificial intelligence."
2024-03-13,"The site, a throwback to an earlier era of social media, is poised to go public as soon as next week. It hasn’t been easy to reach this point."
2024-04-12,"Prediction markets say former President Donald J. Trump has a good chance of winning. So far, the stock market is fine with that."
2024-03-22,The social media company’s debut on the New York Stock Exchange was one of the first major tech initial public offerings of the year.
2024-03-22,The influx of cash reflects optimism about the economy and company earnings despite high interest rates and stubborn inflation.
2024-03-29,"The S&P 500, rising 10 percent, set the pace as investors looked forward to interest rate cuts."
2024-04-16,Funds that bet on a fall were set to profit as the parent of Truth Social came under renewed pressure after it registered new shares for a potential sale.
2024-04-05,"Robert Shiller, the Nobel laureate, says valuations adjusted for high inflation suggest stock returns for the next decade are likely to be modest."
2024-03-23,"Corrections that appeared in print on Saturday, March 23, 2024."
2024-04-04,"The parent company of Truth Social is a popular target for short-sellers, even after they lost $100 million last month betting on a decline in the stock that didn’t come."
2024-03-22,"Having closed the merger of his social media company, Mr. Trump could find ways to raise cash against the value of his stake in the company, estimated at more than $3 billion."
2024-03-27,"Trump Media attracted a frenzy of interest on its first day of trading, and is now worth nearly $8 billion. Here are the basics of what’s happening."
2024-05-16,"Investors seized on the latest inflation report as another sign that interest rates could be cut this year, helping push the S&P 500 past its March record."
2024-04-25,"Chad Nedohin, a part-time pastor, is among the fans of Donald J. Trump who helped turn Trump Media into a meme stock with volatile prices."
2024-05-16,"In their first few weeks of trading, shares of Truth Social’s parent company soared, then crashed, and have recently made a strong recovery. Former President Donald J. Trump’s holding is now worth about $6 billion."
2024-05-14,"A heady market rally extended to a second day after Keith Gill, the trader known as Roaring Kitty who rallied small investors to buy out-of-favor stocks in the pandemic, returned to social media."
2024-04-27,"He heralded stock options and golden parachutes as a professor at Harvard Business School, influencing a generation of Wall Street executives."
2024-05-03,"Wage growth and hiring slowed in April, prodding investors to slightly increase their bets on rate cuts this year."
2024-05-07,TotalEnergies and Shell are contemplating the advantages of listing shares in the United States to strengthen what they say are low market valuations.
2024-05-14,"The White House has imposed $18 billion in new duties on Chinese imports, but it’s unclear how much that will help his economic agenda."
2024-05-16,Stocks on both sides of the Atlantic set records as investors foresee interest rates moving in one direction: down.
2024-05-17,"Signaling growing alarm, policymakers ramped up efforts to stem a continued decline in real estate values."
2024-06-14,"The S&P 500 has been buoyant mainly because of A.I. fever, while bonds are having another mediocre year. But as an investor, our columnist is staying the course."
2024-06-13,A huge run-up in the stock’s value followed a 2018 vote on Elon Musk’s compensation package. But investors have recently become less enamored.
2024-06-04,A bull run came to an abrupt end when Narendra Modi’s party fell short of expectations.
2024-06-03,A post on a long-dormant Reddit account suggested the trader known as Roaring Kitty had amassed a large stake in the video game retailer.
2024-05-28,"The city, promised some autonomy by China, is trying to move on from a security law imposed by Beijing. Companies are learning that’s not always possible."
2024-06-14,About 72 percent of shares in the balloting affirmed the chief executive’s lucrative stock award. The company hopes to get a court to reinstate it.
2024-06-19,The chip maker’s stock price has jumped over the last year thanks to its stranglehold on the market for the chips needed to build A.I. systems.
2024-05-31,"Shares of the Truth Social parent whipsawed after former President Donald Trump, the company’s largest investor, was convicted in his hush-money trial."
2024-06-07,Stocks have recently set records as investors bet that the Federal Reserve might opt to cut interest rates sooner than previously expected.
2024-06-18,"He co-founded D.L.J., the first securities firm to offer shares to the public. As S.E.C. chairman, he pressed for a stronger watchdog role after a series of accounting scandals."
2024-07-19,"Traders appear to be focused on possible Fed rate cuts and corporate earnings, and are remarkably indifferent to political fortunes, our columnist says."
2024-06-25,"Chinese companies’ stock market listings once flooded Wall Street. These days, China’s initial public offerings are in a drought."
2024-06-26,"The plane maker is expected to soon strike a deal to acquire most of the operations of Spirit AeroSystems, a troubled supplier that makes the bodies of the 737 Max."
2024-06-27,"Tax policy, inflation, the economy and markets will be some key issues for corporate America and Wall Street in tonight’s showdown between President Biden and Donald Trump."
2024-07-16,"Donald Trump’s running mate is pro-labor, a fan of crypto and the F.T.C.’s Lina Khan, and says Big Tech is too powerful."
2024-07-15,Shares of Donald J. Trump’s social media company surged more than 30 percent on the first day of trading after the assassination attempt on the former president.
2024-06-28,"The S&P 500 has climbed sharply this year, with few big swings. Below the surface, though, there’s a great deal of turmoil"
2024-07-05,"A gain of 206,000 in June exceeded forecasts. Hiring was concentrated in a few parts of the economy, however, and unemployment rose to 4.1 percent."
2024-07-08,"The deal, approved by Paramount’s board, would usher in a new chapter for the company, which owns CBS and the movie studio behind “Top Gun.”"
2024-06-20,Portfolio managers have conflicting incentives as the economic and financial risks from climate change become more apparent but remain imprecise.
2024-08-05,The Federal Reserve cuts rates outside of scheduled meetings only in extreme cases. But job market weakening could make for bigger rate cuts down the road.
2024-08-06,Monday’s tumult reflects an underlying reality: The U.S. job market is cooling.
2024-08-05,There is no reason to think that you can predict what will happen in the markets in the next few hours or in the near future. It’s better not to try.
2024-08-07,"Analysts and investors have many explanations, including worries about the health of the U.S. economy and shifts in the value of the Japanese yen."
2024-08-06,Economists blamed a variety of factors for Monday’s slide. But Donald Trump was trying to disrupt weeks of momentum for Vice President Kamala Harris and her party.
2024-07-19,"Traders appear to be focused on possible Fed rate cuts and corporate earnings, and are remarkably indifferent to political fortunes, our columnist says."
2024-07-25,Shifting views on the economy have led to a “rotation” in the stock market. Small stocks and companies geared toward the economic cycle are rising. Big Tech is lagging.
2024-08-06,"Former President Trump is trying to stoke economic angst, while Vice President Harris projects optimism."
2024-08-07,"The fragility of a more-than-yearlong stock rally in Japan, fueled in part by a weak yen, has been exposed by the sudden strengthening of the currency."
2024-08-09,"Take a deep breath and make sure you’re well positioned for a potential storm, our columnist says. But stick it out for the long haul."
2024-08-22,"On Wall Street, claims that a president is responsible for the fate of the stock market are largely dismissed as bluster."
2024-08-19,"Alarmed by the prospect of increased tariffs on Chinese goods if Donald Trump is elected, some American companies are stockpiling parts and delaying expansions."
2024-08-23,"With the political conventions behind us and a rate cut expected soon, the market has been rallying, yet our columnist says it’s safer to play a longer game."
2024-08-29,The conglomerate joined a small club of companies that have crossed the mark.
2024-08-28,The former president’s plans for a second term are very likely to have unintended consequences.
2024-08-21,Walmart has divested as its e-commerce partner has struggled to maintain its market share in the country’s cutthroat online sales industry.
2024-08-31,"Despite war in the Middle East and political turmoil in Libya, investors are focusing on what look like ample global supplies."
2024-08-18,"Artists saw six-figure sales and heard promises of stardom. But with the calamitous downturn in the art market, many collectors bolted — and prices plummeted."
2024-08-23,"Brian Niccol, the incoming head of Starbucks, has a C-suite perk that has raised eyebrows in post-pandemic office culture: an interstate commute on a plane."
2024-08-22,"Investors are anxiously awaiting Jerome Powell’s policy speech at a symposium in Jackson Hole, Wyo., on Friday, as labor data suggests the economy is slowing."
2024-09-04,"The S&P 500 fell more than 2 percent on Tuesday, its biggest single-day drop since an early August meltdown."
2024-09-03,"A real estate collapse has made consumers cautious and businesses wary, as China confronts a crisis unlike any other since it opened its economy to the world."
2024-09-02,"From the giant Starbucks to upstarts like Scooter’s Coffee in Nebraska, the battle is joined for who can come up with the craziest, calorie-laden, not-really-coffee drink."
2024-09-03,"A debate is brewing among investors and entrepreneurs: Are hands-on founders, such as Steve Jobs and Brian Chesky of Airbnb, the key to start-up success?"
2024-09-01,"Acadia Healthcare is holding people against their will to maximize insurance payouts, a Times investigation found."
